"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Dominica","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","13.1","2"
"Dominica","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","19.6","1"
"Dominica","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","6.4","2"
"Dominica","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","6.9","5"
"Dominica","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","25.5","1"
"Dominica","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","36.3","1"
"Dominica","Male 15-24 yr","1989","ILO_KILM Database 5ed_2007","Percent","13.6","1"
"Dominican Republic","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","28.8","115"
"Dominican Republic","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","30.7","116"
"Dominican Republic","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","26.6","115"
"Dominican Republic","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","26.6","115"
"Dominican Republic","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","26.0","115"
"Dominican Republic","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","23.8","115"
"Dominican Republic","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","24.9","115"
"Dominican Republic","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","23.8","115"
"Dominican Republic","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","28.6","115"
"Dominican Republic","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","28.4","115"
"Dominican Republic","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","30.1","117"
"Dominican Republic","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","27.1","76"
"Dominican Republic","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","34.8","118"
"Dominican Republic","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","35.2","76"
"Dominican Republic","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","33.3","76"
"Dominican Republic","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","34.3","119"
"Dominican Republic","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","44.1","119"
"Dominican Republic","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","44.0","119"
"Dominican Republic","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","60.2","117"
"Dominican Republic","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","40.7","76"
"Dominican Republic","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","52.4","76"
"Dominican Republic","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","53.0","76"
"Dominican Republic","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","48.2","76"
"Dominican Republic","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","11.3","115"
"Dominican Republic","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","10.5","116"
"Dominican Republic","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","10.6","115"
"Dominican Republic","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","9.4","115"
"Dominican Republic","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","9.3","115"
"Dominican Republic","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","7.9","115"
"Dominican Republic","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","7.8","115"
"Dominican Republic","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","9.3","115"
"Dominican Republic","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","9.5","115"
"Dominican Republic","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","10.6","115"
"Dominican Republic","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","8.8","117"
"Dominican Republic","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","10.2","76"
"Dominican Republic","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","11.4","118"
"Dominican Republic","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","12.0","76"
"Dominican Republic","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","12.8","76"
"Dominican Republic","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","16.2","119"
"Dominican Republic","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","19.5","119"
"Dominican Republic","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","20.4","119"
"Dominican Republic","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","21.3","117"
"Dominican Republic","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","21.4","76"
"Dominican Republic","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","24.2","76"
"Dominican Republic","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","24.1","76"
"Dominican Republic","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","25.0","76"
"Ecuador","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","10.8","120"
"Ecuador","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","11.4","120"
"Ecuador","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","15.0","120"
"Ecuador","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","13.9","120"
"Ecuador","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","16.2","121"
"Ecuador","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","19.5","122"
"Ecuador","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","15.9","120"
"Ecuador","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","12.6","120"
"Ecuador","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","14.1","120"
"Ecuador","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","8.9","122"
"Ecuador","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","9.2","122"
"Ecuador","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","11.5","123"
"Ecuador","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","13.2","124"
"Ecuador","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","13.1","122"
"Ecuador","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","9.2","122"
"Ecuador","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","11.1","125"
"Ecuador","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","10.3","125"
"Ecuador","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","10.4","126"
"Ecuador","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","20.6","120"
"Ecuador","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","23.3","120"
"Ecuador","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","24.9","120"
"Ecuador","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","25.5","120"
"Ecuador","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","26.7","121"
"Ecuador","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","33.9","122"
"Ecuador","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","31.9","120"
"Ecuador","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","24.5","120"
"Ecuador","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","26.0","120"
"Ecuador","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","18.6","122"
"Ecuador","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","17.8","122"
"Ecuador","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","23.7","122"
"Ecuador","Female 15-24 yr","1990","ILO_KILM Database 5ed_2007","Percent","17.3","122"
"Ecuador","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","5.6","120"
"Ecuador","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","6.5","120"
"Ecuador","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","9.0","120"
"Ecuador","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","5.8","120"
"Ecuador","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","6.7","121"
"Ecuador","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","10.5","122"
"Ecuador","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","8.4","120"
"Ecuador","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","6.9","120"
"Ecuador","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","8.0","120"
"Ecuador","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","5.5","122"
"Ecuador","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","5.7","122"
"Ecuador","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","6.2","123"
"Ecuador","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","6.0","124"
"Ecuador","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","5.3","122"
"Ecuador","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","4.2","122"
"Ecuador","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","5.9","125"
"Ecuador","Male 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","5.1","125"
"Ecuador","Male 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","5.2","126"
"Ecuador","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","12.2","120"
"Ecuador","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","14.8","120"
"Ecuador","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","19.3","120"
"Ecuador","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","12.0","120"
"Ecuador","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","14.9","121"
"Ecuador","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","20.0","122"
"Ecuador","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","17.6","120"
"Ecuador","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","15.1","120"
"Ecuador","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","16.1","120"
"Ecuador","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","13.0","122"
"Ecuador","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","12.7","122"
"Ecuador","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","13.3","122"
"Ecuador","Male 15-24 yr","1990","ILO_KILM Database 5ed_2007","Percent","11.1","122"
"Egypt","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","24.4","127"
"Egypt","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","24.2","127"
"Egypt","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","23.9","128"
"Egypt","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","22.2","128"
"Egypt","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","22.7","129"
"Egypt","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","19.4","128"
"Egypt","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","19.9","128"
"Egypt","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","19.8","129"
"Egypt","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","24.1","130"
"Egypt","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","23.1","130"
"Egypt","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","22.7","130"
"Egypt","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","17.3","131"
"Egypt","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","21.3","132"
"Egypt","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","17.9","132"
"Egypt","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","10.7","132"
"Egypt","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","40.0","133"
"Egypt","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","51.1","133"
"Egypt","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","36.7","133"
"Egypt","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","42.8","133"
"Egypt","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","6.8","127"
"Egypt","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","6.5","127"
"Egypt","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","6.3","128"
"Egypt","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","5.8","128"
"Egypt","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","5.1","129"
"Egypt","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","5.1","128"
"Egypt","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","5.1","128"
"Egypt","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","5.2","129"
"Egypt","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","7.6","130"
"Egypt","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","7.5","130"
"Egypt","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","7.7","130"
"Egypt","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","6.5","131"
"Egypt","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","5.9","132"
"Egypt","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","5.2","132"
"Egypt","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","5.4","132"
"Egypt","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","21.4","133"
"Egypt","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","19.2","133"
"Egypt","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","13.8","133"
"Egypt","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","15.8","133"
"El Salvador","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","3.9","134"
"El Salvador","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","3.5","134"
"El Salvador","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","3.5","134"
"El Salvador","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","4.6","134"
"El Salvador","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","6.0","134"
"El Salvador","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","5.2","134"
"El Salvador","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","6.3","134"
"El Salvador","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","5.6","134"
"El Salvador","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","6.4","135"
"El Salvador","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","6.9","135"
"El Salvador","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","7.2","136"
"El Salvador","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","6.6","137"
"El Salvador","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","9.8","138"
"El Salvador","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","6.8","136"
"El Salvador","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","7.1","136"
"El Salvador","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","8.5","139"
"El Salvador","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","24.3","140"
"El Salvador","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","9.4","134"
"El Salvador","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","7.7","134"
"El Salvador","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","8.4","134"
"El Salvador","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","9.9","134"
"El Salvador","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","13.2","134"
"El Salvador","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","11.2","134"
"El Salvador","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","14.3","134"
"El Salvador","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","13.0","134"
"El Salvador","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","14.3","137"
"El Salvador","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","8.7","134"
"El Salvador","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","9.3","134"
"El Salvador","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","8.1","134"
"El Salvador","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","8.3","134"
"El Salvador","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","8.2","134"
"El Salvador","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","9.2","134"
"El Salvador","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","8.0","134"
"El Salvador","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","8.1","134"
"El Salvador","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","8.4","135"
"El Salvador","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","11.8","135"
"El Salvador","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","8.4","136"
"El Salvador","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","8.0","137"
"El Salvador","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","10.1","138"
"El Salvador","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","10.0","136"
"El Salvador","Male 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","11.0","136"
"El Salvador","Male 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","7.5","139"
"El Salvador","Male 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","12.4","140"
"El Salvador","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","12.7","134"
"El Salvador","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","13.4","134"
"El Salvador","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","13.1","134"
"El Salvador","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","13.9","134"
"El Salvador","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","12.7","134"
"El Salvador","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","14.3","134"
"El Salvador","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","12.5","134"
"El Salvador","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","13.4","134"
"El Salvador","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","15.0","137"
"Estonia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","7.1","64"
"Estonia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","8.9","64"
"Estonia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","9.9","64"
"Estonia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","9.7","64"
"Estonia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","12.2","64"
"Estonia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","12.0","64"
"Estonia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","10.9","141"
"Estonia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","8.5","142"
"Estonia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","8.9","142"
"Estonia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","9.2","143"
"Estonia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","8.6","144"
"Estonia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","7.9","143"
"Estonia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","6.6","143"
"Estonia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","3.5","143"
"Estonia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","1.5","143"
"Estonia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","0.7","143"
"Estonia","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","15.1","1"
"Estonia","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","22.3","1"
"Estonia","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","25.8","1"
"Estonia","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","22.1","1"
"Estonia","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","26.7","1"
"Estonia","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","22.2","1"
"Estonia","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","13.3","110"
"Estonia","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","12.1","110"
"Estonia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","8.8","64"
"Estonia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","10.4","64"
"Estonia","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","10.2","64"
"Estonia","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","10.8","64"
"Estonia","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","12.9","64"
"Estonia","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","13.5","64"
"Estonia","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","13.4","141"
"Estonia","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","10.1","142"
"Estonia","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","9.7","142"
"Estonia","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","10.6","143"
"Estonia","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","10.0","144"
"Estonia","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","7.3","143"
"Estonia","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","6.5","143"
"Estonia","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","3.9","143"
"Estonia","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","1.4","143"
"Estonia","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","0.6","143"
"Estonia","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","16.4","1"
"Estonia","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","21.3","1"
"Estonia","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","16.9","1"
"Estonia","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","14.5","1"
"Estonia","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","19.1","1"
"Estonia","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","22.1","1"
"Estonia","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","16.1","110"
"Estonia","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","15.8","110"
"Ethiopia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","8.2","145"
"Ethiopia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","31.2","146"
"Ethiopia","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","11.2","145"
"Ethiopia","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","40.5","146"
"Ethiopia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","2.7","145"
"Ethiopia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","15.8","146"
"Ethiopia","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","4.1","145"
"Ethiopia","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","28.2","146"
"Finland","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","8.7","147"
"Finland","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","9.0","147"
"Finland","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","8.9","147"
"Finland","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","9.1","148"
"Finland","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","9.7","147"
"Finland","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","10.6","147"
"Finland","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","10.6","147"
"Finland","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","12.1","147"
"Finland","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","12.9","147"
"Finland","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","14.8","147"
"Finland","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","15.1","147"
"Finland","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","14.9","147"
"Finland","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","14.4","147"
"Finland","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","9.7","147"
"Finland","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","5.0","147"
"Finland","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","2.6","147"
"Finland","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","3.2","149"
"Finland","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","3.9","147"
"Finland","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","4.4","147"
"Finland","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","4.5","147"
"Finland","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","4.6","147"
"Finland","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","19.3","147"
"Finland","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","19.4","147"
"Finland","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","21.5","147"
"Finland","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","20.2","148"
"Finland","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","20.2","147"
"Finland","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","22.0","147"
"Finland","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","22.2","147"
"Finland","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","24.5","147"
"Finland","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","25.0","147"
"Finland","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","26.0","147"
"Finland","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","28.7","147"
"Finland","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","30.7","147"
"Finland","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","30.4","147"
"Finland","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","22.7","147"
